ondevice,title,authors,#kobo_percent_read,#kobo_last_read,timestamp,languages,series,size,rating,tags,publisher,pubdate,last_modified,id,formats,path,#kobo_reading_location,#kobo_time_spent_reading,#kobo_rest_of_book_estimate
,Il giglio e il leone (Beauty and the Beast Vol. 2) (Italian Edition),Angela White,,,2020-05-26 18:00:14+00:00,ita,,409592,,,,2020-05-13 22:00:00+00:00,2026-04-15 15:22:58+00:00,243,AZW3,Angela White/Il giglio e il leone (Beauty and th (243),,,
,Capire l'economia For Dummies (Italian Edition),Roberto Fini,,,2020-05-26 18:00:14+00:00,ita,,4850504,,,Hoepli,2014-10-21 22:00:00+00:00,2026-04-15 15:22:58+00:00,244,AZW3,Roberto Fini/Capire l'economia For Dummies (Ital (244),,,
,Il vampiro di Venezia - Un romanzo: Le indagini del Signore di Notte (Italian Edition),Giada Trebeschi,,,2020-05-26 18:00:14+00:00,ita,,548312,,,Oakmond Publishing,2017-06-05 22:00:00+00:00,2026-04-15 15:22:58+00:00,245,AZW3,Giada Trebeschi/Il vampiro di Venezia - Un romanzo_ (245),,,
,"Fare Conversazione: Come Parlare alla Gente, Aumentare il Vostro Carisma, le Abilità Sociali, Attaccare Bottone & Diminuire l'Ansia Sociale (Italian Edition)",Aston Sanderson,,,2020-05-26 18:00:14+00:00,ita,,351696,,,Walnut Publishing,2017-05-19 22:00:00+00:00,2026-04-15 15:22:58+00:00,246,AZW3,Aston Sanderson/Fare Conversazione_ Come Parlare al (246),,,
,Il Leone e la Rosa (Italian Edition),Riccardo Bruni,,,2020-05-26 18:00:14+00:00,ita,,666300,,,Amazon Publishing,2018-09-24 22:00:00+00:00,2026-04-15 15:22:58+00:00,247,AZW3,Riccardo Bruni/Il Leone e la Rosa (Italian Edition (247),,,
,La ragazza nel bosco (Kindle Unlimited ebook Swiss Stories #1): Un thriller romance avventura (romance suspense - romance contemporary - romanzo rosa) (Italian Edition),Carmen Weiz,,,2020-05-26 18:00:15+00:00,ita,,1430668,,,Edizioni Quest,2018-04-12 22:00:00+00:00,2026-04-15 15:22:58+00:00,248,AZW3,Carmen Weiz/La ragazza nel bosco (Kindle Unlimi (248),,,
,Ti voglio per me (Beauty and the Beast Vol. 1) (Italian Edition),Angela White,,,2020-05-26 18:00:15+00:00,ita,,362600,,,,2019-06-03 22:00:00+00:00,2026-04-15 15:22:58+00:00,249,AZW3,Angela White/Ti voglio per me (Beauty and the Be (249),,,
,Manuale di copywriting e scrittura per il web (Italian Edition),Alfonso Cannavacciuolo,,,2020-05-26 18:00:15+00:00,ita,,7711996,,,Hoepli,2018-10-25 22:00:00+00:00,2026-04-15 15:22:58+00:00,250,AZW3,Alfonso Cannavacciuolo/Manuale di copywriting e scrittura (250),,,
,Mappe Mentali e Mappe Concettuali: La Guida Più Completa Per Memorizzare e Apprendere Qualsiasi Cosa In Modo Semplice e Veloce (Italian Edition),Marco Frasante,,,2020-05-26 18:03:37+00:00,ita,,618296,,,,2020-02-07 23:00:00+00:00,2026-04-15 15:22:58+00:00,251,AZW3,Marco Frasante/Mappe Mentali e Mappe Concettuali_ (251),,,
,Lettura veloce: Raddoppia la tua velocità di lettura e migliora la tua comprensione con lo speed reading (Italian Edition),Luca Corbara,,,2020-05-26 18:03:37+00:00,ita,,573432,,,,2019-11-08 23:00:00+00:00,2026-04-15 15:22:58+00:00,252,AZW3,Luca Corbara/Lettura veloce_ Raddoppia la tua ve (252),,,
,"Metodo di Studio: I segreti degli studenti di successo, come studiare meglio e in minor tempo (Italian Edition)",Luca Alpini,,,2020-05-26 18:03:37+00:00,ita,,227228,,,,2019-12-08 23:00:00+00:00,2026-04-15 15:22:58+00:00,253,AZW3,Luca Alpini/Metodo di Studio_ I segreti degli s (253),,,
,RACCONTI EROTICI: Raccolta di 17 racconti ESPLICITI (Italian Edition),Veronica Giordani,,,2020-05-26 18:03:37+00:00,ita,,583352,,,,2020-04-24 22:00:00+00:00,2026-04-15 15:22:58+00:00,254,AZW3,Veronica Giordani/RACCONTI EROTICI_ Raccolta di 17 ra (254),,,
,"Tecniche di Studio: Studiare in meno Tempo con elevate Prestazioni (mappe mentali, lettura veloce e molto altro) (Italian Edition)",Sergio Montenegro,,,2020-05-26 18:03:37+00:00,ita,,1330268,,,,2020-02-16 23:00:00+00:00,2026-04-15 15:22:58+00:00,255,AZW3,Sergio Montenegro/Tecniche di Studio_ Studiare in men (255),,,
,Anna Karenina (eNewton Classici) (Italian Edition),Lev Nikolaevic Tolstoj,,,2020-05-26 18:03:38+00:00,ita,,929316,,,Newton Compton Editori,2011-06-30 22:00:00+00:00,2026-04-15 15:22:58+00:00,256,AZW3,Lev Nikolaevic Tolstoj/Anna Karenina (eNewton Classici) (I (256),,,
,Social Media Marketing (Italian Edition),Guido Di Fraia,,,2020-05-26 18:03:38+00:00,ita,,12156756,,,Hoepli,2015-08-09 22:00:00+00:00,2026-04-15 15:22:58+00:00,257,AZW3,Guido Di Fraia/Social Media Marketing (Italian Edi (257),,,
,Lo studio efficace: Metodi di apprendimento e tecniche di gestione del tempo per lo studio (Italian Edition),Giuseppe Marino,,,2020-05-26 18:03:38+00:00,ita,,937672,,,,2019-09-26 22:00:00+00:00,2026-04-15 15:22:58+00:00,258,AZW3,Giuseppe Marino/Lo studio efficace_ Metodi di appre (258),,,
,Esercizi Mnemonici: Tecniche per allenare la tua memoria e aumentare le capacità di memorizzazione (Migliorare la memoria Vol. 1) (Italian Edition),Alexander Callahan,,,2020-05-26 18:03:38+00:00,ita,,191272,,,,2019-11-04 23:00:00+00:00,2026-04-15 15:22:58+00:00,259,AZW3,Alexander Callahan/Esercizi Mnemonici_ Tecniche per al (259),,,
,Tecniche di memoria: Strategie ed esercizi per ricordare ogni cosa (Italian Edition),Luca Alpini,,,2020-05-26 18:03:38+00:00,ita,,233308,,,,2019-10-06 22:00:00+00:00,2026-04-15 15:22:58+00:00,260,AZW3,Luca Alpini/Tecniche di memoria_ Strategie ed e (260),,,
,La favola di Amore e Psiche (eNewton Classici) (Italian Edition),Lucio Apuleio,,,2020-05-26 18:05:38+00:00,ita,,283092,,Classici,Newton Compton Editori,2011-07-25 22:00:00+00:00,2026-04-15 15:22:58+00:00,261,AZW3,Lucio Apuleio/La favola di Amore e Psiche (eNewto (261),,,
,Orgoglio e pregiudizio (eNewton Classici) (Italian Edition),Jane Austen,,,2020-05-26 18:05:38+00:00,ita,,473020,,Romanzo | Classico | Sorelle | Amore | Corteggiamento | Ironia | Femminile | Inghilterra | Ipocrisia | Famiglia,Newton Compton Editori,2010-07-07 22:00:00+00:00,2026-04-15 15:22:58+00:00,262,AZW3,Jane Austen/Orgoglio e pregiudizio (eNewton Cla (262),,,
,Il ritratto di Dorian Gray (eNewton Classici) (Italian Edition),Oscar Wilde,,,2020-05-26 18:05:38+00:00,ita,,346460,,,Newton Compton Editori,2011-01-26 23:00:00+00:00,2026-04-15 15:22:58+00:00,263,AZW3,Oscar Wilde/Il ritratto di Dorian Gray (eNewton (263),,,
,Don Chisciotte della Mancha (eNewton Classici) (Italian Edition),Miguel de Cervantes Saavedra,,,2020-05-26 18:05:39+00:00,ita,,1470936,,,Newton Compton Editori,2011-01-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,264,AZW3,Miguel de Cervantes Saavedra/Don Chisciotte della Mancha (eNewto (264),,,
,I fratelli Karamazov (eNewton Classici) (Italian Edition),Fëdor Michajlovič Dostoevskij,,,2020-05-26 18:05:39+00:00,ita,,1109944,,,Newton Compton Editori,2010-12-21 23:00:00+00:00,2026-04-15 15:22:58+00:00,265,AZW3,Fedor Michajlovic Dostoevskij/I fratelli Karamazov (eNewton Class (265),,,
,Il grande Gatsby (eNewton Classici) (Italian Edition),Francis Scott Fitzgerald,,,2020-05-26 18:05:39+00:00,ita,,282144,,,Newton Compton Editori,2011-01-09 23:00:00+00:00,2026-04-15 15:22:58+00:00,266,AZW3,Francis Scott Fitzgerald/Il grande Gatsby (eNewton Classici) (266),,,
,"Tutti i racconti del mistero, dell'incubo e del terrore (eNewton Classici) (Italian Edition)",Edgar Allan Poe,,,2020-05-26 18:05:39+00:00,ita,,2189572,,,Newton Compton Editori,2010-12-13 23:00:00+00:00,2026-04-15 15:22:58+00:00,267,AZW3,"Edgar Allan Poe/Tutti i racconti del mistero, dell' (267)",,,
,Frankenstein (eNewton Classici) (Italian Edition),Mary Shelley,,,2020-05-26 18:05:39+00:00,ita,,362292,,,Newton Compton Editori,2010-12-02 23:00:00+00:00,2026-04-15 15:22:58+00:00,268,AZW3,Mary Shelley/Frankenstein (eNewton Classici) (It (268),,,
,Il nome del vento,Patrick Rothfuss,100,2021-07-21 00:00:00+00:00,2020-12-25 19:44:32+00:00,ita,Le cronache dell'assassino del re,1650913,10,Novela | Fantástico,ePubLibre,2011-08-24 22:00:00+00:00,2026-04-15 15:22:58+00:00,269,EPUB | MOBI,Patrick Rothfuss/Il nome del vento (269),,,
,Il metodo Bullet Journal,Ryder Carroll,,,2021-02-12 16:40:24+00:00,ita,,11645126,,,Mondadori,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,274,EPUB | MOBI,Ryder Carroll/Il metodo Bullet Journal (274),,,
,Factfulness,Hans Rosling | Ola Rosling | Anna Rosling Rönnlund,100,2021-05-29 00:00:00+00:00,2021-03-27 10:09:36+00:00,eng,,26395257,10,,Flatiron Books,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,275,EPUB | MOBI,Hans Rosling/Factfulness (275),,,
,An Orgasm (or More) a Day,Rebecca Swanner,,,2021-03-27 10:11:32+00:00,eng,,2181486,,,F+W Media,2013-03-14 23:00:00+00:00,2026-04-15 15:22:58+00:00,276,EPUB | MOBI,Rebecca Swanner/An Orgasm (or More) a Day (276),,,
,Big Bad-Ass Book of Bar Bets and Drinking Games,Jordana Tusman,,,2021-03-27 10:11:33+00:00,eng,,3920021,,,Running Press,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,277,EPUB | MOBI,Jordana Tusman/Big Bad-Ass Book of Bar Bets and Dr (277),,,
,"SAS Survival Handbook, Third Edition",John ‘Lofty’ Wiseman,,,2021-03-27 10:11:38+00:00,eng,,94146938,,,HarperCollinsPublishers,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,278,EPUB | MOBI,"John 'Lofty' Wiseman/SAS Survival Handbook, Third Editio (278)",,,
,The Complete Survival Shelters Handbook,Anthonio Akkermans,,,2021-03-27 10:12:27+00:00,eng,,95186129,,,Ulysses Press,2015-10-05 00:00:00+00:00,2026-04-15 15:22:58+00:00,279,EPUB | MOBI,Anthonio Akkermans/The Complete Survival Shelters Hand (279),,,
,El arte de la guerra,Sun Tzu,100,2021-03-28 00:00:00+00:00,2021-03-27 10:12:38+00:00,spa,,146803,4,,,2011-05-14 10:22:26+00:00,2026-04-15 15:22:58+00:00,280,EPUB | MOBI,Sun Tzu/El arte de la guerra (280),,,
,How to Fix Absolutely Anything,Instructables.com,,,2021-03-27 10:15:38+00:00,eng,,111646479,,,Skyhorse Publishing,2013-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,281,EPUB | MOBI,Instructables.com/How to Fix Absolutely Anything (281),,,
,El monje que vendió su Ferrari,Robin S. Sharma,100,2021-10-28 00:00:00+00:00,2021-03-27 10:16:55+00:00,spa,,604903,8,,,1996-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,282,EPUB | MOBI,Robin S. Sharma/El monje que vendio su Ferrari (282),,,
,El juego del ángel,Carlos Ruiz Zafón,100,2008-11-13 00:00:00+00:00,2021-03-27 10:19:08+00:00,spa,,860941,8,,,2007-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,283,EPUB | MOBI,Carlos Ruiz Zafon/El juego del angel (283),,,
,El palacio de la medianoche,Carlos Ruiz Zafón,100,2006-01-03 00:00:00+00:00,2021-03-27 10:19:13+00:00,spa,Trilogía de la Niebla,433887,,,,1993-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,284,EPUB | MOBI,Carlos Ruiz Zafon/El palacio de la medianoche (284),,,
,El príncipe de la niebla,Carlos Ruiz Zafón,,,2021-03-27 10:19:19+00:00,spa,Trilogía de la Niebla,332503,,,,1992-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,285,EPUB | MOBI,Carlos Ruiz Zafon/El principe de la niebla (285),,,
,Marina,Carlos Ruiz Zafón,100,2021-06-16 00:00:00+00:00,2021-03-27 10:19:47+00:00,spa,,459023,10,,,1998-12-31 16:00:00+00:00,2026-04-15 18:11:52+00:00,286,EPUB | MOBI,Carlos Ruiz Zafon/Marina (286),,,
,Cómo descubrimos el petróleo,Isaac Asimov,,,2021-03-27 10:23:22+00:00,spa,,1555623,,,,1971-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,287,EPUB | MOBI,Isaac Asimov/Como descubrimos el petroleo (287),,,
,Cómo descubrimos los numeros,Isaac Asimov,,,2021-03-27 10:23:26+00:00,spa,,944096,,,,1976-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,288,EPUB | MOBI,Isaac Asimov/Como descubrimos los numeros (288),,,
,Constantinopla. El imperio olvidado,Isaac Asimov,,,2021-03-27 10:23:32+00:00,spa,Historia Universal Asimov,534385,,historia,,1970-09-30 16:00:00+00:00,2026-04-15 15:22:58+00:00,289,EPUB | MOBI,Isaac Asimov/Constantinopla. El imperio olvidado (289),,,
,Los egipcios,Isaac Asimov,,,2021-03-27 10:23:47+00:00,spa,,3230553,,,,1993-11-30 16:00:00+00:00,2026-04-15 15:22:58+00:00,290,EPUB | MOBI,Isaac Asimov/Los egipcios (290),,,
,Trilogía de la fundación,Isaac Asimov,,,2021-03-27 10:24:00+00:00,spa,,1201377,,Ciencia ficción,Random House Mondadori,2010-11-16 23:00:00+00:00,2026-04-15 15:22:58+00:00,291,EPUB | MOBI,Isaac Asimov/Trilogia de la fundacion (291),,,
,Los cuentos de Beedle el Bardo,J. K. Rowling,100,2021-07-15 00:00:00+00:00,2021-03-27 10:24:58+00:00,spa,,4051058,8,fantasía | infantil,,2007-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,292,EPUB | MOBI,J. K. Rowling/Los cuentos de Beedle el Bardo (292),,,
,El hobbit,J. R. R. Tolkien,,,2021-03-27 10:25:15+00:00,spa,El señor de los anillios,10588131,,fantasía,,1936-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,293,EPUB | MOBI,J. R. R. Tolkien/El hobbit (293),,,
,El retorno del Rey,J. R. R. Tolkien,,,2021-03-27 10:25:19+00:00,spa,El señor de los anillos,7946435,,fantasía,,1954-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,294,EPUB | MOBI,J. R. R. Tolkien/El retorno del Rey (294),,,
,El Señor de los Anillos,J. R. R. Tolkien,,,2021-03-27 10:25:23+00:00,spa,,11424172,,fantasía,,1953-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,295,EPUB | MOBI,J. R. R. Tolkien/El Senor de los Anillos (295),,,
,La comunidad del anillo,J. R. R. Tolkien,,,2021-03-27 10:25:30+00:00,spa,El señor de los anillos,7985814,,fantasía,,1953-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,296,EPUB | MOBI,J. R. R. Tolkien/La comunidad del anillo (296),,,
,Las dos torres,J. R. R. Tolkien,,,2021-03-27 10:25:34+00:00,spa,El señor de los anillos,5724904,,fantasía,,1954-05-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,297,EPUB | MOBI,J. R. R. Tolkien/Las dos torres (297),,,
,El Silmarillion,J. R. R. Tolkien,,,2021-03-27 10:25:40+00:00,spa,,12304690,,Fantasía Epica,,1976-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,298,EPUB | MOBI,J. R. R. Tolkien/El Silmarillion (298),,,
,El Gran Diseño,Stephen Hawking | Leonard Mlodinow,,,2021-03-27 10:29:02+00:00,spa,,2331722,,divulgación científica | física,,2009-12-31 16:00:00+00:00,2026-04-15 15:22:58+00:00,299,EPUB | MOBI,Stephen Hawking/El Gran Diseno (299),,,
,El universo en una cáscara de nuez,Stephen W. Hawking,,,2021-03-27 10:29:06+00:00,spa,,7359007,,divulgación científica,Crítica,2000-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,300,EPUB | MOBI,Stephen W. Hawking/El universo en una cascara de nuez (300),,,
,La chica que soñaba con una cerilla y un bidón de gasolina,Stieg Larsson,,,2021-03-27 10:29:22+00:00,spa,Millenium,1114371,,,,2005-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,301,EPUB | MOBI,Stieg Larsson/La chica que sonaba con una cerilla (301),,,
,La reina en el palacio de las corrientes de aire,Stieg Larsson,,,2021-03-27 10:29:26+00:00,spa,Millenium,1217631,,,,2006-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,302,EPUB | MOBI,Stieg Larsson/La reina en el palacio de las corri (302),,,
,Los hombres que no amaban a las mujeres,Stieg Larsson,,,2021-03-27 10:29:29+00:00,spa,Millenium,1011694,,,,2004-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,303,EPUB | MOBI,Stieg Larsson/Los hombres que no amaban a las muj (303),,,
,Por qué dormimos,Matthew Walker,100,2021-07-23 00:00:00+00:00,2021-03-27 10:21:00+00:00,spa,,1755309,10,,Capitán Swing,2020-03-02 07:53:16+00:00,2026-04-15 15:22:58+00:00,304,EPUB | MOBI,Matthew Walker/Por que dormimos (304),,,
,Ready Player One,Ernest Cline,100,2021-09-22 00:00:00+00:00,2021-07-11 14:38:07+00:00,eng,,1097815,8,Fiction | General | Science Fiction,Patakis,2011-01-12 00:00:00+00:00,2026-04-15 15:22:58+00:00,308,EPUB,Ernest Cline/Ready Player One (308),,,
,El hombre en busca de sentido,Viktor Frankl,100,2021-09-26 00:00:00+00:00,2021-07-11 14:38:07+00:00,spa,,446975,8,Biografía | Ensayo | Filosofía,,1945-12-31 23:00:00+00:00,2026-04-15 15:22:58+00:00,309,EPUB | MOBI,Viktor Frankl/El hombre en busca de sentido (309),,,
,El patrón Bitcoin,Saifedean Ammous,100,2021-07-08 00:00:00+00:00,2021-07-11 14:38:08+00:00,spa,,1264632,8,,Deusto,2018-10-01 22:00:00+00:00,2026-04-15 15:22:58+00:00,310,EPUB,Saifedean Ammous/El patron Bitcoin (310),,,
,"Buddhism 101: From Karma to the Four Noble Truths, Your Guide to Understanding the Principles of Buddhism",Arnie Kozak,,,2021-07-11 14:38:28+00:00,eng,,3533783,,,Adams Media,2020-05-27 11:09:31+00:00,2026-04-15 15:31:22+00:00,311,AZW3 | KEPUB,Arnie Kozak/Buddhism 101_ From Karma to the Fou (311),,,
,Astronomy 101,Carolyn Collins Petersen,,,2021-07-11 14:38:29+00:00,eng,,2488055,,,F+W Media,2013-07-14 22:00:00+00:00,2026-04-15 15:22:58+00:00,312,EPUB,Carolyn Collins Petersen/Astronomy 101 (312),,,
,Architecture 101,Nicole Bridge,100,2021-07-28 00:00:00+00:00,2021-07-11 14:38:29+00:00,eng,,6535328,6,,F+W Media,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,313,EPUB,Nicole Bridge/Architecture 101 (313),,,
,Anatomy 101,Kevin Langford,,,2021-07-11 14:38:29+00:00,eng,,715936,,,"Adams Media, Inc.",0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,314,EPUB,Kevin Langford/Anatomy 101 (314),,,
,Socialism 101,Kathleen Sears,,,2021-07-11 14:38:30+00:00,eng,,10744914,,,Adams Media,2019-09-03 00:00:00+00:00,2026-04-15 15:22:58+00:00,315,EPUB,Kathleen Sears/Socialism 101 (315),,,
,Accounting 101,Michele Cagan,,,2021-07-11 14:38:30+00:00,eng,,20553893,,,Adams Media,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,316,EPUB,Michele Cagan/Accounting 101 (316),,,
,Religion 101,Peter Archer,,,2021-07-11 14:38:31+00:00,eng,,5193280,,,F+W Media,2014-07-14 22:00:00+00:00,2026-04-15 15:22:58+00:00,317,EPUB,Peter Archer/Religion 101 (317),,,
,Weather 101,Kathleen Sears,,,2021-07-11 14:38:31+00:00,eng,,25060192,,,Adams Media,0101-01-01 00:00:00+00:00,2026-04-15 15:22:58+00:00,318,EPUB,Kathleen Sears/Weather 101 (318),,,
,Philosophy 101,Paul Kleinman,,,2021-07-11 14:38:32+00:00,eng,,2907167,,,F+W Media,2013-12-18 02:00:00+00:00,2026-04-15 15:22:58+00:00,319,EPUB,Paul Kleinman/Philosophy 101 (319),,,
,Psych 101,Paul Kleinman,,,2021-07-11 14:38:32+00:00,eng,,2581847,,,F+W Media,2012-07-14 22:00:00+00:00,2026-04-15 15:22:58+00:00,320,EPUB,Paul Kleinman/Psych 101 (320),,,
,Real Estate Investing 101,Michele Cagan,,,2021-07-11 14:38:32+00:00,eng,,23534475,,,Adams Media,2019-06-11 00:00:00+00:00,2026-04-15 15:22:58+00:00,321,EPUB,Michele Cagan/Real Estate Investing 101 (321),,,
,"Negotiating 101: From Planning Your Strategy to Finding a Common Ground, an Essential Guide to the Art of Negotiating (Adams 101)",Peter Sander,,,2021-07-11 14:38:33+00:00,eng,,1727112,,,Adams Media,2017-06-05 14:00:00+00:00,2026-04-15 15:22:58+00:00,322,EPUB,Peter Sander/Negotiating 101_ From Planning Your (322),,,
,Management 101,Stephen Soundering,,,2021-07-11 14:38:33+00:00,eng,,2193195,,,Adams Media,2016-12-02 00:00:00+00:00,2026-04-15 15:22:58+00:00,323,EPUB,Stephen Soundering/Management 101 (323),,,
